Descri??o do Alimento,GRUPO,Medida Caseira,Gramas
Aveia em flocos - Quaker®,,Colher de Arroz,30
Aveia em flocos - Quaker®,,Colher de Sopa,15
Aveia em flocos - Quaker®,,Colher de Chá,2
Aveia em flocos - Quaker®,,Colher de Café,1
Aveia em flocos - Quaker®,,Colher de Sobremesa,7
Aveia em flocos finos -Quaker®,,Porção,38
Aveia em flocos finos -Quaker®,,Colher de Arroz,30
Aveia em flocos finos -Quaker®,,Colher de Sopa,15
Aveia em flocos finos -Quaker®,,Colher de Chá,2
Aveia em flocos finos -Quaker®,,Colher de Café,1
Aveia em flocos finos -Quaker®,,Colher de Sobremesa,7
Aveia integral em farinha --Mãe Terra°,,Porção,38
Aveia integral em farinha --Mãe Terra°,,Colher de Arroz,36
Aveia integral em farinha --Mãe Terra°,,Colher de Sopa,12
Aveia integral em farinha --Mãe Terra°,,Colher de Chá,4
Aveia integral em farinha --Mãe Terra°,,Colher de Café,2
Aveia integral em farinha --Mãe Terra°,,Colher de Sobremesa,8
"Aveia, crua, Avena sativa, (média diferentes tipos)",,Porção,38
"Aveia, crua, Avena sativa, (média diferentes tipos)",,Colher de Arroz,30
"Aveia, crua, Avena sativa, (média diferentes tipos)",,Colher de Sopa,15
"Aveia, crua, Avena sativa, (média diferentes tipos)",,Colher de Chá,2
"Aveia, crua, Avena sativa, (média diferentes tipos)",,Colher de Café,1
"Aveia, crua, Avena sativa, (média diferentes tipos)",,Colher de Sobremesa,7
"Aveia, farinha, crua, ""Mac Bits"", Avena sativa",,Porção,38
"Aveia, farinha, crua, ""Mac Bits"", Avena sativa",,Colher de Arroz,36
"Aveia, farinha, crua, ""Mac Bits"", Avena sativa",,Colher de Sopa,12
"Aveia, farinha, crua, ""Mac Bits"", Avena sativa",,Colher de Chá,4
"Aveia, farinha, crua, ""Mac Bits"", Avena sativa",,Colher de Café,2
"Aveia, farinha, crua, ""Mac Bits"", Avena sativa",,Colher de Sobremesa,8
"Aveia, flocos, crua",,Porção,38
"Aveia, flocos, crua",,Colher de Arroz,30
"Aveia, flocos, crua",,Colher de Sopa,15
"Aveia, flocos, crua",,Colher de Chá,2
"Aveia, flocos, crua",,Colher de Café,1
"Aveia, flocos, crua",,Colher de Sobremesa,7
"Aveia, flocos, crua, Avena sativa",,Porção,38
"Aveia, flocos, crua, Avena sativa",,Colher de Arroz,30
"Aveia, flocos, crua, Avena sativa",,Colher de Sopa,15
"Aveia, flocos, crua, Avena sativa",,Colher de Chá,2
"Aveia, flocos, crua, Avena sativa",,Colher de Café,1
"Aveia, flocos, crua, Avena sativa",,Colher de Sobremesa,7
"Aveia, flocos, finos, ""Float"", Avena sativa",,Porção,38
"Aveia, flocos, finos, ""Float"", Avena sativa",,Colher de Arroz,30
"Aveia, flocos, finos, ""Float"", Avena sativa",,Colher de Sopa,15
"Aveia, flocos, finos, ""Float"", Avena sativa",,Colher de Chá,2
"Aveia, flocos, finos, ""Float"", Avena sativa",,Colher de Café,1
"Aveia, flocos, finos, ""Float"", Avena sativa",,Colher de Sobremesa,7
"Aveia, flocos, finos, ""Neston"", Avena sativa",,Porção,38
"Aveia, flocos, finos, ""Neston"", Avena sativa",,Colher de Arroz,30
"Aveia, flocos, finos, ""Neston"", Avena sativa",,Colher de Sopa,15
"Aveia, flocos, finos, ""Neston"", Avena sativa",,Colher de Chá,2
"Aveia, flocos, finos, ""Neston"", Avena sativa",,Colher de Café,1
"Aveia, flocos, finos, ""Neston"", Avena sativa",,Colher de Sobremesa,7
"Aveia, flocos, finos, instantânea, ""Float"", Avena sativa",,Porção,38
"Aveia, flocos, finos, instantânea, ""Float"", Avena sativa",,Colher de Arroz,30
"Aveia, flocos, finos, instantânea, ""Float"", Avena sativa",,Colher de Sopa,15
"Aveia, flocos, finos, instantânea, ""Float"", Avena sativa",,Colher de Chá,2
"Aveia, flocos, finos, instantânea, ""Float"", Avena sativa",,Colher de Café,1
"Aveia, flocos, finos, instantânea, ""Float"", Avena sativa",,Colher de Sobremesa,7
Avela,OLEAGINOSAS,Colher de Sobremesa,25
Azeite de dendê,,Porção,8
Azeite de dendê,,Colher de Arroz,16
Azeite de dendê,,Colher de Sopa,8
Azeite de dendê,,Colher de Chá,2
Azeite de dendê,,Colher de Café,1
Azeite de dendê,,Colher de Sobremesa,5
Azeite de dendê -Masterfoods®,,Porção,8
Azeite de dendê -Masterfoods®,,Colher de Arroz,16
Azeite de dendê -Masterfoods®,,Colher de Sopa,8
Azeite de dendê -Masterfoods®,,Colher de Chá,2
Azeite de dendê -Masterfoods®,,Colher de Café,1
Azeite de dendê -Masterfoods®,,Colher de Sobremesa,5
Azeite de oliva (IBGE),OLEAGINOSAS,Porção,8
Azeite de oliva (IBGE),OLEAGINOSAS,Colher de Arroz,16
Azeite de oliva (IBGE),OLEAGINOSAS,Colher de Sopa,8
Azeite de oliva (IBGE),OLEAGINOSAS,Colher de Chá,2
Azeite de oliva (IBGE),OLEAGINOSAS,Colher de Café,1
Azeite de oliva (IBGE),OLEAGINOSAS,Colher de Sobremesa,5
Azeite de oliva (Tucunduva),,Porção,8
Azeite de oliva (Tucunduva),,Colher de Arroz,16
Azeite de oliva (Tucunduva),,Colher de Sopa,8
Azeite de oliva (Tucunduva),,Colher de Chá,2
Azeite de oliva (Tucunduva),,Colher de Café,1
Azeite de oliva (Tucunduva),,Colher de Sobremesa,5
Azeite de oliva - Casa deBragança®,,Porção,8
Azeite de oliva - Casa deBragança®,,Colher de Arroz,16
Azeite de oliva - Casa deBragança®,,Colher de Sopa,8
Azeite de oliva - Casa deBragança®,,Colher de Chá,2
Azeite de oliva - Casa deBragança®,,Colher de Café,1
Azeite de oliva - Casa deBragança®,,Colher de Sobremesa,5
Azeite de oliva - Figueira daFoz®,,Porção,8
Azeite de oliva - Figueira daFoz®,,Colher de Arroz,16
Azeite de oliva - Figueira daFoz®,,Colher de Sopa,8
Azeite de oliva - Figueira daFoz®,,Colher de Chá,2
Azeite de oliva - Figueira daFoz®,,Colher de Café,1
Azeite de oliva - Figueira daFoz®,,Colher de Sobremesa,5
Azeite de oliva - Gallo®,,Porção,8
Azeite de oliva - Gallo®,,Colher de Arroz,16
Azeite de oliva - Gallo®,,Colher de Sopa,8
Azeite de oliva - Gallo®,,Colher de Chá,2
Azeite de oliva - Gallo®,,Colher de Café,1
Azeite de oliva - Gallo®,,Colher de Sobremesa,5
Azeite de oliva - Musa@,,Porção,8
Azeite de oliva - Musa@,,Colher de Arroz,16
Azeite de oliva - Musa@,,Colher de Sopa,8
Azeite de oliva - Musa@,,Colher de Chá,2
Azeite de oliva - Musa@,,Colher de Café,1
Azeite de oliva - Musa@,,Colher de Sobremesa,5
Azeite de oliva -Andorinha®,,Porção,8
Azeite de oliva -Andorinha®,,Colher de Arroz,16
Azeite de oliva -Andorinha®,,Colher de Sopa,8
Azeite de oliva -Andorinha®,,Colher de Chá,2
Azeite de oliva -Andorinha®,,Colher de Café,1
Azeite de oliva -Andorinha®,,Colher de Sobremesa,5
Azeite de oliva -Carbonell®,,Porção,8
Azeite de oliva -Carbonell®,,Colher de Arroz,16
Azeite de oliva -Carbonell®,,Colher de Sopa,8
Azeite de oliva -Carbonell®,,Colher de Chá,2
Azeite de oliva -Carbonell®,,Colher de Café,1
Azeite de oliva -Carbonell®,,Colher de Sobremesa,5
Azeite de oliva com molhoshoyu e gengibre - Borges®,,Porção,8
Azeite de oliva com molhoshoyu e gengibre - Borges®,,Colher de Arroz,16
Azeite de oliva com molhoshoyu e gengibre - Borges®,,Colher de Sopa,8
Azeite de oliva com molhoshoyu e gengibre - Borges®,,Colher de Chá,2
Azeite de oliva com molhoshoyu e gengibre - Borges®,,Colher de Café,1
Azeite de oliva com molhoshoyu e gengibre - Borges®,,Colher de Sobremesa,5
Azeite de oliva comalecrim - Borges®,,Porção,8
Azeite de oliva comalecrim - Borges®,,Colher de Arroz,16
Azeite de oliva comalecrim - Borges®,,Colher de Sopa,8
Azeite de oliva comalecrim - Borges®,,Colher de Chá,2
Azeite de oliva comalecrim - Borges®,,Colher de Café,1
Azeite de oliva comalecrim - Borges®,,Colher de Sobremesa,5
Azeite de oliva commanjericão - Borges®,,Porção,8
Azeite de oliva commanjericão - Borges®,,Colher de Arroz,16
Azeite de oliva commanjericão - Borges®,,Colher de Sopa,8
Azeite de oliva commanjericão - Borges®,,Colher de Chá,2
Azeite de oliva commanjericão - Borges®,,Colher de Café,1
Azeite de oliva commanjericão - Borges®,,Colher de Sobremesa,5
Azeite de oliva condi extra -Pieira Coricelli®,,Porção,8
Azeite de oliva condi extra -Pieira Coricelli®,,Colher de Arroz,16
Azeite de oliva condi extra -Pieira Coricelli®,,Colher de Sopa,8
Azeite de oliva condi extra -Pieira Coricelli®,,Colher de Chá,2
Azeite de oliva condi extra -Pieira Coricelli®,,Colher de Café,1
Azeite de oliva condi extra -Pieira Coricelli®,,Colher de Sobremesa,5
Azeite de oliva extravirgem,,Porção,8
Azeite de oliva extravirgem,,Colher de Arroz,16
Azeite de oliva extravirgem,,Colher de Sopa,8
Azeite de oliva extravirgem,,Colher de Chá,2
Azeite de oliva extravirgem,,Colher de Café,1
Azeite de oliva extravirgem,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Andorinha®,,Porção,8
Azeite de oliva extravirgem -Andorinha®,,Colher de Arroz,16
Azeite de oliva extravirgem -Andorinha®,,Colher de Sopa,8
Azeite de oliva extravirgem -Andorinha®,,Colher de Chá,2
Azeite de oliva extravirgem -Andorinha®,,Colher de Café,1
Azeite de oliva extravirgem -Andorinha®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Borges®,,Porção,8
Azeite de oliva extravirgem -Borges®,,Colher de Arroz,16
Azeite de oliva extravirgem -Borges®,,Colher de Sopa,8
Azeite de oliva extravirgem -Borges®,,Colher de Chá,2
Azeite de oliva extravirgem -Borges®,,Colher de Café,1
Azeite de oliva extravirgem -Borges®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Cocineiro®,,Porção,8
Azeite de oliva extravirgem -Cocineiro®,,Colher de Arroz,16
Azeite de oliva extravirgem -Cocineiro®,,Colher de Sopa,8
Azeite de oliva extravirgem -Cocineiro®,,Colher de Chá,2
Azeite de oliva extravirgem -Cocineiro®,,Colher de Café,1
Azeite de oliva extravirgem -Cocineiro®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Colavita®,,Porção,8
Azeite de oliva extravirgem -Colavita®,,Colher de Arroz,16
Azeite de oliva extravirgem -Colavita®,,Colher de Sopa,8
Azeite de oliva extravirgem -Colavita®,,Colher de Chá,2
Azeite de oliva extravirgem -Colavita®,,Colher de Café,1
Azeite de oliva extravirgem -Colavita®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Cordovil Esporão®,,Porção,8
Azeite de oliva extravirgem -Cordovil Esporão®,,Colher de Arroz,16
Azeite de oliva extravirgem -Cordovil Esporão®,,Colher de Sopa,8
Azeite de oliva extravirgem -Cordovil Esporão®,,Colher de Chá,2
Azeite de oliva extravirgem -Cordovil Esporão®,,Colher de Café,1
Azeite de oliva extravirgem -Cordovil Esporão®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Costa D'oro®,,Porção,8
Azeite de oliva extravirgem -Costa D'oro®,,Colher de Arroz,16
Azeite de oliva extravirgem -Costa D'oro®,,Colher de Sopa,8
Azeite de oliva extravirgem -Costa D'oro®,,Colher de Chá,2
Azeite de oliva extravirgem -Costa D'oro®,,Colher de Café,1
Azeite de oliva extravirgem -Costa D'oro®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Cremonini®,,Porção,8
Azeite de oliva extravirgem -Cremonini®,,Colher de Arroz,16
Azeite de oliva extravirgem -Cremonini®,,Colher de Sopa,8
Azeite de oliva extravirgem -Cremonini®,,Colher de Chá,2
Azeite de oliva extravirgem -Cremonini®,,Colher de Café,1
Azeite de oliva extravirgem -Cremonini®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Gallo®,,Porção,8
Azeite de oliva extravirgem -Gallo®,,Colher de Arroz,16
Azeite de oliva extravirgem -Gallo®,,Colher de Sopa,8
Azeite de oliva extravirgem -Gallo®,,Colher de Chá,2
Azeite de oliva extravirgem -Gallo®,,Colher de Café,1
Azeite de oliva extravirgem -Gallo®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Hacienda Guzmán®,,Porção,8
Azeite de oliva extravirgem -Hacienda Guzmán®,,Colher de Arroz,16
Azeite de oliva extravirgem -Hacienda Guzmán®,,Colher de Sopa,8
Azeite de oliva extravirgem -Hacienda Guzmán®,,Colher de Chá,2
Azeite de oliva extravirgem -Hacienda Guzmán®,,Colher de Café,1
Azeite de oliva extravirgem -Hacienda Guzmán®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -II Grezzo®,,Porção,8
Azeite de oliva extravirgem -II Grezzo®,,Colher de Arroz,16
Azeite de oliva extravirgem -II Grezzo®,,Colher de Sopa,8
Azeite de oliva extravirgem -II Grezzo®,,Colher de Chá,2
Azeite de oliva extravirgem -II Grezzo®,,Colher de Café,1
Azeite de oliva extravirgem -II Grezzo®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Serrata®,,Porção,8
Azeite de oliva extravirgem -Serrata®,,Colher de Arroz,16
Azeite de oliva extravirgem -Serrata®,,Colher de Sopa,8
Azeite de oliva extravirgem -Serrata®,,Colher de Chá,2
Azeite de oliva extravirgem -Serrata®,,Colher de Café,1
Azeite de oliva extravirgem -Serrata®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Ta eq®,,Porção,8
Azeite de oliva extravirgem -Ta eq®,,Colher de Arroz,16
Azeite de oliva extravirgem -Ta eq®,,Colher de Sopa,8
Azeite de oliva extravirgem -Ta eq®,,Colher de Chá,2
Azeite de oliva extravirgem -Ta eq®,,Colher de Café,1
Azeite de oliva extravirgem -Ta eq®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Toscano®,,Porção,8
Azeite de oliva extravirgem -Toscano®,,Colher de Arroz,16
Azeite de oliva extravirgem -Toscano®,,Colher de Sopa,8
Azeite de oliva extravirgem -Toscano®,,Colher de Chá,2
Azeite de oliva extravirgem -Toscano®,,Colher de Café,1
Azeite de oliva extravirgem -Toscano®,,Colher de Sobremesa,5
Azeite de oliva extravirgem -Vila Flor®,,Porção,8
Azeite de oliva extravirgem -Vila Flor®,,Colher de Arroz,16
Azeite de oliva extravirgem -Vila Flor®,,Colher de Sopa,8
Azeite de oliva extravirgem -Vila Flor®,,Colher de Chá,2
Azeite de oliva extravirgem -Vila Flor®,,Colher de Café,1
Azeite de oliva extravirgem -Vila Flor®,,Colher de Sobremesa,5
Azeite de oliva extravirgemAmabile - San Giuliano®,,Porção,8
Azeite de oliva extravirgemAmabile - San Giuliano®,,Colher de Arroz,16
Azeite de oliva extravirgemAmabile - San Giuliano®,,Colher de Sopa,8
Azeite de oliva extravirgemAmabile - San Giuliano®,,Colher de Chá,2
Azeite de oliva extravirgemAmabile - San Giuliano®,,Colher de Café,1
Azeite de oliva extravirgemAmabile - San Giuliano®,,Colher de Sobremesa,5
Azeite de oliva extravirgemarbequina - Oliovita®,,Porção,8
Azeite de oliva extravirgemarbequina - Oliovita®,,Colher de Arroz,16
Azeite de oliva extravirgemarbequina - Oliovita®,,Colher de Sopa,8
Azeite de oliva extravirgemarbequina - Oliovita®,,Colher de Chá,2
Azeite de oliva extravirgemarbequina - Oliovita®,,Colher de Café,1
Azeite de oliva extravirgemarbequina - Oliovita®,,Colher de Sobremesa,5
Azeite de oliva extravirgemclássico - Oliovita®,,Porção,8
Azeite de oliva extravirgemclássico - Oliovita®,,Colher de Arroz,16
Azeite de oliva extravirgemclássico - Oliovita®,,Colher de Sopa,8
Azeite de oliva extravirgemclássico - Oliovita®,,Colher de Chá,2
Azeite de oliva extravirgemclássico - Oliovita®,,Colher de Café,1
Azeite de oliva extravirgemclássico - Oliovita®,,Colher de Sobremesa,5
Azeite de oliva extravirgemfrantoio - Oliovita®,,Porção,8
Azeite de oliva extravirgemfrantoio - Oliovita®,,Colher de Arroz,16
Azeite de oliva extravirgemfrantoio - Oliovita®,,Colher de Sopa,8
Azeite de oliva extravirgemfrantoio - Oliovita®,,Colher de Chá,2
Azeite de oliva extravirgemfrantoio - Oliovita®,,Colher de Café,1
Azeite de oliva extravirgemfrantoio - Oliovita®,,Colher de Sobremesa,5
Azeite de oliva extravirgemfrantoio e arbequina - Oliovita®,,Porção,8
Azeite de oliva extravirgemfrantoio e arbequina - Oliovita®,,Colher de Arroz,16
Azeite de oliva extravirgemfrantoio e arbequina - Oliovita®,,Colher de Sopa,8
Azeite de oliva extravirgemfrantoio e arbequina - Oliovita®,,Colher de Chá,2
Azeite de oliva extravirgemfrantoio e arbequina - Oliovita®,,Colher de Café,1
Azeite de oliva extravirgemfrantoio e arbequina - Oliovita®,,Colher de Sobremesa,5
Azeite de oliva extravirgemreserva da família - Borges®,,Porção,8
Azeite de oliva extravirgemreserva da família - Borges®,,Colher de Arroz,16
Azeite de oliva extravirgemreserva da família - Borges®,,Colher de Sopa,8
Azeite de oliva extravirgemreserva da família - Borges®,,Colher de Chá,2
Azeite de oliva extravirgemreserva da família - Borges®,,Colher de Café,1
Azeite de oliva extravirgemreserva da família - Borges®,,Colher de Sobremesa,5
Azeite de oliva extravirgemYbarra®,,Porção,8
Azeite de oliva extravirgemYbarra®,,Colher de Arroz,16
Azeite de oliva extravirgemYbarra®,,Colher de Sopa,8
Azeite de oliva extravirgemYbarra®,,Colher de Chá,2
Azeite de oliva extravirgemYbarra®,,Colher de Café,1
Azeite de oliva extravirgemYbarra®,,Colher de Sobremesa,5
Azeite de oliva fruttato granclasse - Pietro Coricelli®,,Porção,8
Azeite de oliva fruttato granclasse - Pietro Coricelli®,,Colher de Arroz,16
Azeite de oliva fruttato granclasse - Pietro Coricelli®,,Colher de Sopa,8
Azeite de oliva fruttato granclasse - Pietro Coricelli®,,Colher de Chá,2
Azeite de oliva fruttato granclasse - Pietro Coricelli®,,Colher de Café,1
Azeite de oliva fruttato granclasse - Pietro Coricelli®,,Colher de Sobremesa,5
"Azeite, de dendê",,Porção,8
"Azeite, de dendê",,Colher de Arroz,16
"Azeite, de dendê",,Colher de Sopa,8
"Azeite, de dendê",,Colher de Chá,2
"Azeite, de dendê",,Colher de Café,1
"Azeite, de dendê",,Colher de Sobremesa,5
"Azeite, de oliva, extra virgem",,Porção,8
"Azeite, de oliva, extra virgem",,Colher de Arroz,16
"Azeite, de oliva, extra virgem",,Colher de Sopa,8
"Azeite, de oliva, extra virgem",,Colher de Chá,2
"Azeite, de oliva, extra virgem",,Colher de Café,1
"Azeite, de oliva, extra virgem",,Colher de Sobremesa,5
"Azeite, dendê, Elaeis guineensis Jacq.",,Porção,8
"Azeite, dendê, Elaeis guineensis Jacq.",,Colher de Arroz,16
"Azeite, dendê, Elaeis guineensis Jacq.",,Colher de Sopa,8
"Azeite, dendê, Elaeis guineensis Jacq.",,Colher de Chá,2
"Azeite, dendê, Elaeis guineensis Jacq.",,Colher de Café,1
"Azeite, dendê, Elaeis guineensis Jacq.",,Colher de Sobremesa,5
"Azeite, oliva, Olea europaea L.",,Porção,8
"Azeite, oliva, Olea europaea L.",,Colher de Arroz,16
"Azeite, oliva, Olea europaea L.",,Colher de Sopa,8
"Azeite, oliva, Olea europaea L.",,Colher de Chá,2
"Azeite, oliva, Olea europaea L.",,Colher de Café,1
"Azeite, oliva, Olea europaea L.",,Colher de Sobremesa,5
Azeitona,OLEAGINOSAS,Porção,20
Azeitona,OLEAGINOSAS,Colher de Sopa,25
Azeitona,OLEAGINOSAS,Colher de Sobremesa,14
Azeitona,OLEAGINOSAS,Copo Americano,132
Azeitona,OLEAGINOSAS,Unidade,4
Azeitona preta,,Porção,20
Azeitona preta,,Colher de Sopa,25
Azeitona preta,,Colher de Sobremesa,14
Azeitona preta,,Copo Americano,132
Azeitona preta,,Unidade,4
Azeitona vercle,,Porção,20
Azeitona vercle,,Colher de Sopa,25
Azeitona vercle,,Colher de Sobremesa,14
Azeitona vercle,,Copo Americano,132
Azeitona vercle,,Unidade,4
"Azeitona, preta, conserva",,Porção,20
"Azeitona, preta, conserva",,Colher de Sopa,25
"Azeitona, preta, conserva",,Colher de Sobremesa,14
"Azeitona, preta, conserva",,Copo Americano,132
"Azeitona, preta, conserva",,Unidade,4
"Azeitona, verde, conserva",,Porção,20
"Azeitona, verde, conserva",,Colher de Sopa,25
"Azeitona, verde, conserva",,Colher de Sobremesa,14
"Azeitona, verde, conserva",,Copo Americano,132
"Azeitona, verde, conserva",,Unidade,4
Azeitonas pretas - Rivolli®,,Porção,20
Azeitonas pretas - Rivolli®,,Colher de Sopa,25
Azeitonas pretas - Rivolli®,,Colher de Sobremesa,14
Azeitonas pretas - Rivolli®,,Copo Americano,132
Azeitonas pretas - Rivolli®,,Unidade,4
Azeitonas verdes - Rivolli®,,Porção,20
Azeitonas verdes - Rivolli®,,Colher de Sopa,25
Azeitonas verdes - Rivolli®,,Colher de Sobremesa,14
Azeitonas verdes - Rivolli®,,Copo Americano,132
Azeitonas verdes - Rivolli®,,Unidade,4
Bacalhau (refogado),,Colher de Sopa,20
Bacalhau cozido(a),PESCADOS/FRUTOS DO MAR,Colher de Sopa,20
Bacalhau ensopado,PESCADOS/FRUTOS DO MAR,Colher de Sopa,20
Bacalhau molho vermelho,PESCADOS/FRUTOS DO MAR,Colher de Sopa,20
Bacalhau refogado(a),PESCADOS/FRUTOS DO MAR,Colher de Sopa,20
