Descri??o do Alimento,GRUPO,Medida Caseira,Gramas
Filé não especificado cru(a),CARNE BOVINA,Colher de Arroz,70
Filé não especificado cru(a),CARNE BOVINA,Colher de Sopa,30
Filé não especificado cru(a),CARNE BOVINA,Concha,140
Filé não especificado cru(a),CARNE BOVINA,Escumadeira,70
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,File,100
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Bife,100
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Fatia,90
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Pedaço,35
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Porção,75
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Colher de Arroz,70
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Colher de Sopa,30
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Concha,140
Filé não especificado empanado(a)/a milanesa,CARNE BOVINA,Escumadeira,70
Filé não especificado ensopado,CARNE BOVINA,File,100
Filé não especificado ensopado,CARNE BOVINA,Bife,100
Filé não especificado ensopado,CARNE BOVINA,Fatia,90
Filé não especificado ensopado,CARNE BOVINA,Pedaço,35
Filé não especificado ensopado,CARNE BOVINA,Porção,75
Filé não especificado ensopado,CARNE BOVINA,Colher de Arroz,70
Filé não especificado ensopado,CARNE BOVINA,Colher de Sopa,30
Filé não especificado ensopado,CARNE BOVINA,Concha,140
Filé não especificado ensopado,CARNE BOVINA,Escumadeira,70
Filé não especificado frito(a),CARNE BOVINA,File,100
Filé não especificado frito(a),CARNE BOVINA,Bife,100
Filé não especificado frito(a),CARNE BOVINA,Fatia,90
Filé não especificado frito(a),CARNE BOVINA,Pedaço,35
Filé não especificado frito(a),CARNE BOVINA,Porção,75
Filé não especificado frito(a),CARNE BOVINA,Colher de Arroz,70
Filé não especificado frito(a),CARNE BOVINA,Colher de Sopa,30
Filé não especificado frito(a),CARNE BOVINA,Concha,140
Filé não especificado frito(a),CARNE BOVINA,Escumadeira,70
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,File,100
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Bife,100
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Fatia,90
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Pedaço,35
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Porção,75
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Colher de Arroz,70
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Colher de Sopa,30
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Concha,140
Filé não especificado grelhado(a)/brasa/churrasco,CARNE BOVINA,Escumadeira,70
Filé não especificado molho vermelho,CARNE BOVINA,File,100
Filé não especificado molho vermelho,CARNE BOVINA,Bife,100
Filé não especificado molho vermelho,CARNE BOVINA,Fatia,90
Filé não especificado molho vermelho,CARNE BOVINA,Pedaço,35
Filé não especificado molho vermelho,CARNE BOVINA,Porção,75
Filé não especificado molho vermelho,CARNE BOVINA,Colher de Arroz,70
Filé não especificado molho vermelho,CARNE BOVINA,Colher de Sopa,30
Filé não especificado molho vermelho,CARNE BOVINA,Concha,140
Filé não especificado molho vermelho,CARNE BOVINA,Escumadeira,70
Filé não especificado refogado(a),CARNE BOVINA,File,100
Filé não especificado refogado(a),CARNE BOVINA,Bife,100
Filé não especificado refogado(a),CARNE BOVINA,Fatia,90
Filé não especificado refogado(a),CARNE BOVINA,Pedaço,35
Filé não especificado refogado(a),CARNE BOVINA,Porção,75
Filé não especificado refogado(a),CARNE BOVINA,Colher de Arroz,70
Filé não especificado refogado(a),CARNE BOVINA,Colher de Sopa,30
Filé não especificado refogado(a),CARNE BOVINA,Concha,140
Filé não especificado refogado(a),CARNE BOVINA,Escumadeira,70
Filezinho de frango congeladoChikenitos Tradicional Turma da Mônica - Perdigão®,,Porção,100
"Flocos de trigo integral, arroz, milho e frutas Nesfit & Frutas- Nestlé®",,Porção,30
"Flocos de trigo integral, arroz, milho e frutas Nesfit & Frutas- Nestlé®",,Colher de Sopa,7
"Flocos de trigo integral, arroz, milho e frutas Nesfit & Frutas- Nestlé®",,Xícara de Chá,30
Fraldinha (capa de filé) assado(a),CARNE BOVINA,File,100
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Bife,100
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Fatia,90
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Pedaço,35
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Porção,75
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Colher de Arroz,70
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Colher de Sopa,30
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Concha,140
Fraldinha (capa de filé) assado(a),CARNE BOVINA,Escumadeira,70
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,File,100
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Bife,100
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Fatia,90
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Pedaço,35
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Porção,75
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Colher de Arroz,70
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Colher de Sopa,30
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Concha,140
Fraldinha (capa de filé) cozido(a),CARNE BOVINA,Escumadeira,70
Fraldinha (capa de filé) frito(a),CARNE BOVINA,File,100
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Bife,100
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Fatia,90
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Pedaço,35
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Porção,75
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Colher de Arroz,70
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Colher de Sopa,30
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Concha,140
Fraldinha (capa de filé) frito(a),CARNE BOVINA,Escumadeira,70
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,File,100
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Bife,100
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Fatia,90
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Pedaço,35
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Porção,75
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Colher de Arroz,70
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Colher de Sopa,30
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Concha,140
Fraldinha (capa de filé) grelhado(a)/brasa/churrasco,CARNE BOVINA,Escumadeira,70
Fraldinha (crua) - carnebovina,,File,100
Fraldinha (crua) - carnebovina,,Bife,100
Fraldinha (crua) - carnebovina,,Fatia,90
Fraldinha (crua) - carnebovina,,Pedaço,35
Fraldinha (crua) - carnebovina,,Porção,75
Fraldinha (crua) - carnebovina,,Colher de Arroz,70
Fraldinha (crua) - carnebovina,,Colher de Sopa,30
Fraldinha (crua) - carnebovina,,Concha,140
Fraldinha (crua) - carnebovina,,Escumadeira,70
Fraldinha com gordura(cozida) - carne bovina,,File,100
Fraldinha com gordura(cozida) - carne bovina,,Bife,100
Fraldinha com gordura(cozida) - carne bovina,,Fatia,90
Fraldinha com gordura(cozida) - carne bovina,,Pedaço,35
Fraldinha com gordura(cozida) - carne bovina,,Porção,75
Fraldinha com gordura(cozida) - carne bovina,,Colher de Arroz,70
Fraldinha com gordura(cozida) - carne bovina,,Colher de Sopa,30
Fraldinha com gordura(cozida) - carne bovina,,Concha,140
Fraldinha com gordura(cozida) - carne bovina,,Escumadeira,70
Frango caipira inteiro compele (cozido),,File,100
Frango caipira inteiro compele (cozido),,Bife,100
Frango caipira inteiro compele (cozido),,Pedaço,55
Frango caipira inteiro compele (cozido),,Porção,100
Frango caipira inteiro compele (cozido),,Colher de Arroz,40
Frango caipira inteiro compele (cozido),,Colher de Sopa,20
Frango caipira inteiro compele (cozido),,Concha,80
Frango caipira inteiro compele (cozido),,Asa,40
Frango caipira inteiro compele (cozido),,Peito,180
Frango caipira inteiro compele (cozido),,Coxa,55
Frango caipira inteiro compele (cozido),,Sobrecoxa,65
Frango caipira inteiro compele (cozido),,Costela,60
Frango caipira inteiro compele (cozido),,Pescoço,10
Frango caipira inteiro sem pele(cozido),,File,100
Frango caipira inteiro sem pele(cozido),,Bife,100
Frango caipira inteiro sem pele(cozido),,Pedaço,55
Frango caipira inteiro sem pele(cozido),,Porção,100
Frango caipira inteiro sem pele(cozido),,Colher de Arroz,40
Frango caipira inteiro sem pele(cozido),,Colher de Sopa,20
Frango caipira inteiro sem pele(cozido),,Concha,80
Frango caipira inteiro sem pele(cozido),,Asa,40
Frango caipira inteiro sem pele(cozido),,Peito,180
Frango caipira inteiro sem pele(cozido),,Coxa,55
Frango caipira inteiro sem pele(cozido),,Sobrecoxa,65
Frango caipira inteiro sem pele(cozido),,Costela,60
Frango caipira inteiro sem pele(cozido),,Pescoço,10
Frango em pedaços,AVES,File,100
Frango em pedaços,AVES,Bife,100
Frango em pedaços,AVES,Pedaço,55
Frango em pedaços,AVES,Porção,100
Frango em pedaços,AVES,Colher de Arroz,40
Frango em pedaços,AVES,Colher de Sopa,20
Frango em pedaços,AVES,Concha,80
Frango em pedaços,AVES,Asa,40
Frango em pedaços,AVES,Peito,180
Frango em pedaços,AVES,Coxa,55
Frango em pedaços,AVES,Sobrecoxa,65
Frango em pedaços,AVES,Costela,60
Frango em pedaços,AVES,Pescoço,10
Frango em pedaços ao alho e oleo,AVES,File,100
Frango em pedaços ao alho e oleo,AVES,Bife,100
Frango em pedaços ao alho e oleo,AVES,Pedaço,55
Frango em pedaços ao alho e oleo,AVES,Porção,100
Frango em pedaços ao alho e oleo,AVES,Colher de Arroz,40
Frango em pedaços ao alho e oleo,AVES,Colher de Sopa,20
Frango em pedaços ao alho e oleo,AVES,Concha,80
Frango em pedaços ao alho e oleo,AVES,Asa,40
Frango em pedaços ao alho e oleo,AVES,Peito,180
Frango em pedaços ao alho e oleo,AVES,Coxa,55
Frango em pedaços ao alho e oleo,AVES,Sobrecoxa,65
Frango em pedaços ao alho e oleo,AVES,Costela,60
Frango em pedaços ao alho e oleo,AVES,Pescoço,10
Frango em pedaços assado(a),AVES,File,100
Frango em pedaços assado(a),AVES,Bife,100
Frango em pedaços assado(a),AVES,Pedaço,55
Frango em pedaços assado(a),AVES,Porção,100
Frango em pedaços assado(a),AVES,Colher de Arroz,40
Frango em pedaços assado(a),AVES,Colher de Sopa,20
Frango em pedaços assado(a),AVES,Concha,80
Frango em pedaços assado(a),AVES,Asa,40
Frango em pedaços assado(a),AVES,Peito,180
Frango em pedaços assado(a),AVES,Coxa,55
Frango em pedaços assado(a),AVES,Sobrecoxa,65
Frango em pedaços assado(a),AVES,Costela,60
Frango em pedaços assado(a),AVES,Pescoço,10
Frango em pedaços com manteiga/oleo,AVES,File,100
Frango em pedaços com manteiga/oleo,AVES,Bife,100
Frango em pedaços com manteiga/oleo,AVES,Pedaço,55
Frango em pedaços com manteiga/oleo,AVES,Porção,100
Frango em pedaços com manteiga/oleo,AVES,Colher de Arroz,40
Frango em pedaços com manteiga/oleo,AVES,Colher de Sopa,20
Frango em pedaços com manteiga/oleo,AVES,Concha,80
Frango em pedaços com manteiga/oleo,AVES,Asa,40
Frango em pedaços com manteiga/oleo,AVES,Peito,180
Frango em pedaços com manteiga/oleo,AVES,Coxa,55
Frango em pedaços com manteiga/oleo,AVES,Sobrecoxa,65
Frango em pedaços com manteiga/oleo,AVES,Costela,60
Frango em pedaços com manteiga/oleo,AVES,Pescoço,10
Frango em pedaços cozido(a),AVES,File,100
Frango em pedaços cozido(a),AVES,Bife,100
Frango em pedaços cozido(a),AVES,Pedaço,55
Frango em pedaços cozido(a),AVES,Porção,100
Frango em pedaços cozido(a),AVES,Colher de Arroz,40
Frango em pedaços cozido(a),AVES,Colher de Sopa,20
Frango em pedaços cozido(a),AVES,Concha,80
Frango em pedaços cozido(a),AVES,Asa,40
Frango em pedaços cozido(a),AVES,Peito,180
Frango em pedaços cozido(a),AVES,Coxa,55
Frango em pedaços cozido(a),AVES,Sobrecoxa,65
Frango em pedaços cozido(a),AVES,Costela,60
Frango em pedaços cozido(a),AVES,Pescoço,10
Frango em pedaços cru(a),AVES,File,100
Frango em pedaços cru(a),AVES,Bife,100
Frango em pedaços cru(a),AVES,Pedaço,55
Frango em pedaços cru(a),AVES,Porção,100
Frango em pedaços cru(a),AVES,Colher de Arroz,40
Frango em pedaços cru(a),AVES,Colher de Sopa,20
Frango em pedaços cru(a),AVES,Concha,80
Frango em pedaços cru(a),AVES,Asa,40
Frango em pedaços cru(a),AVES,Peito,180
Frango em pedaços cru(a),AVES,Coxa,55
Frango em pedaços cru(a),AVES,Sobrecoxa,65
Frango em pedaços cru(a),AVES,Costela,60
Frango em pedaços cru(a),AVES,Pescoço,10
Frango em pedaços empanado(a)/a milanesa,AVES,File,100
Frango em pedaços empanado(a)/a milanesa,AVES,Bife,100
Frango em pedaços empanado(a)/a milanesa,AVES,Pedaço,55
Frango em pedaços empanado(a)/a milanesa,AVES,Porção,100
Frango em pedaços empanado(a)/a milanesa,AVES,Colher de Arroz,40
Frango em pedaços empanado(a)/a milanesa,AVES,Colher de Sopa,20
Frango em pedaços empanado(a)/a milanesa,AVES,Concha,80
Frango em pedaços empanado(a)/a milanesa,AVES,Asa,40
Frango em pedaços empanado(a)/a milanesa,AVES,Peito,180
Frango em pedaços empanado(a)/a milanesa,AVES,Coxa,55
Frango em pedaços empanado(a)/a milanesa,AVES,Sobrecoxa,65
Frango em pedaços empanado(a)/a milanesa,AVES,Costela,60
Frango em pedaços empanado(a)/a milanesa,AVES,Pescoço,10
Frango em pedaços ensopado,AVES,File,100
Frango em pedaços ensopado,AVES,Bife,100
Frango em pedaços ensopado,AVES,Pedaço,55
Frango em pedaços ensopado,AVES,Porção,100
Frango em pedaços ensopado,AVES,Colher de Arroz,40
Frango em pedaços ensopado,AVES,Colher de Sopa,20
Frango em pedaços ensopado,AVES,Concha,80
Frango em pedaços ensopado,AVES,Asa,40
Frango em pedaços ensopado,AVES,Peito,180
Frango em pedaços ensopado,AVES,Coxa,55
Frango em pedaços ensopado,AVES,Sobrecoxa,65
Frango em pedaços ensopado,AVES,Costela,60
Frango em pedaços ensopado,AVES,Pescoço,10
Frango em pedaços frito(a),AVES,File,100
Frango em pedaços frito(a),AVES,Bife,100
Frango em pedaços frito(a),AVES,Pedaço,55
Frango em pedaços frito(a),AVES,Porção,100
Frango em pedaços frito(a),AVES,Colher de Arroz,40
Frango em pedaços frito(a),AVES,Colher de Sopa,20
Frango em pedaços frito(a),AVES,Concha,80
Frango em pedaços frito(a),AVES,Asa,40
Frango em pedaços frito(a),AVES,Peito,180
Frango em pedaços frito(a),AVES,Coxa,55
Frango em pedaços frito(a),AVES,Sobrecoxa,65
Frango em pedaços frito(a),AVES,Costela,60
Frango em pedaços frito(a),AVES,Pescoço,10
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,File,100
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Bife,100
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Pedaço,55
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Porção,100
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Colher de Arroz,40
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Colher de Sopa,20
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Concha,80
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Asa,40
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Peito,180
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Coxa,55
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Sobrecoxa,65
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Costela,60
Frango em pedaços grelhado(a)/brasa/churrasco,AVES,Pescoço,10
Frango em pedaços molho branco,AVES,File,100
Frango em pedaços molho branco,AVES,Bife,100
Frango em pedaços molho branco,AVES,Pedaço,55
Frango em pedaços molho branco,AVES,Porção,100
Frango em pedaços molho branco,AVES,Colher de Arroz,40
Frango em pedaços molho branco,AVES,Colher de Sopa,20
Frango em pedaços molho branco,AVES,Concha,80
Frango em pedaços molho branco,AVES,Asa,40
Frango em pedaços molho branco,AVES,Peito,180
Frango em pedaços molho branco,AVES,Coxa,55
Frango em pedaços molho branco,AVES,Sobrecoxa,65
Frango em pedaços molho branco,AVES,Costela,60
Frango em pedaços molho branco,AVES,Pescoço,10
Frango em pedaços molho vermelho,AVES,File,100
Frango em pedaços molho vermelho,AVES,Bife,100
Frango em pedaços molho vermelho,AVES,Pedaço,55
Frango em pedaços molho vermelho,AVES,Porção,100
Frango em pedaços molho vermelho,AVES,Colher de Arroz,40
Frango em pedaços molho vermelho,AVES,Colher de Sopa,20
Frango em pedaços molho vermelho,AVES,Concha,80
Frango em pedaços molho vermelho,AVES,Asa,40
Frango em pedaços molho vermelho,AVES,Peito,180
Frango em pedaços molho vermelho,AVES,Coxa,55
Frango em pedaços molho vermelho,AVES,Sobrecoxa,65
Frango em pedaços molho vermelho,AVES,Costela,60
Frango em pedaços molho vermelho,AVES,Pescoço,10
Frango em pedaços refogado(a),AVES,File,100
Frango em pedaços refogado(a),AVES,Bife,100
Frango em pedaços refogado(a),AVES,Pedaço,55
Frango em pedaços refogado(a),AVES,Porção,100
Frango em pedaços refogado(a),AVES,Colher de Arroz,40
Frango em pedaços refogado(a),AVES,Colher de Sopa,20
Frango em pedaços refogado(a),AVES,Concha,80
Frango em pedaços refogado(a),AVES,Asa,40
Frango em pedaços refogado(a),AVES,Peito,180
Frango em pedaços refogado(a),AVES,Coxa,55
Frango em pedaços refogado(a),AVES,Sobrecoxa,65
Frango em pedaços refogado(a),AVES,Costela,60
Frango em pedaços refogado(a),AVES,Pescoço,10
Frango inteiro assado(a),AVES,File,100
Frango inteiro assado(a),AVES,Bife,100
Frango inteiro assado(a),AVES,Pedaço,55
Frango inteiro assado(a),AVES,Porção,100
Frango inteiro assado(a),AVES,Colher de Arroz,40
Frango inteiro assado(a),AVES,Colher de Sopa,20
Frango inteiro assado(a),AVES,Concha,80
Frango inteiro assado(a),AVES,Asa,40
Frango inteiro assado(a),AVES,Peito,180
Frango inteiro assado(a),AVES,Coxa,55
Frango inteiro assado(a),AVES,Sobrecoxa,65
Frango inteiro assado(a),AVES,Costela,60
Frango inteiro assado(a),AVES,Pescoço,10
Frango inteiro com pele (cru),,File,100
Frango inteiro com pele (cru),,Bife,100
Frango inteiro com pele (cru),,Pedaço,55
Frango inteiro com pele (cru),,Porção,100
Frango inteiro com pele (cru),,Colher de Arroz,40
Frango inteiro com pele (cru),,Colher de Sopa,20
Frango inteiro com pele (cru),,Concha,80
Frango inteiro com pele (cru),,Asa,40
Frango inteiro com pele (cru),,Peito,180
Frango inteiro com pele (cru),,Coxa,55
Frango inteiro com pele (cru),,Sobrecoxa,65
Frango inteiro com pele (cru),,Costela,60
Frango inteiro com pele (cru),,Pescoço,10
Frango inteiro cozido(a),AVES,File,100
Frango inteiro cozido(a),AVES,Bife,100
Frango inteiro cozido(a),AVES,Pedaço,55
Frango inteiro cozido(a),AVES,Porção,100
Frango inteiro cozido(a),AVES,Colher de Arroz,40
Frango inteiro cozido(a),AVES,Colher de Sopa,20
Frango inteiro cozido(a),AVES,Concha,80
Frango inteiro cozido(a),AVES,Asa,40
Frango inteiro cozido(a),AVES,Peito,180
Frango inteiro cozido(a),AVES,Coxa,55
Frango inteiro cozido(a),AVES,Sobrecoxa,65
Frango inteiro cozido(a),AVES,Costela,60
Frango inteiro cozido(a),AVES,Pescoço,10
Frango inteiro cru(a),AVES,File,100
Frango inteiro cru(a),AVES,Bife,100
Frango inteiro cru(a),AVES,Pedaço,55
Frango inteiro cru(a),AVES,Porção,100
Frango inteiro cru(a),AVES,Colher de Arroz,40
Frango inteiro cru(a),AVES,Colher de Sopa,20
Frango inteiro cru(a),AVES,Concha,80
Frango inteiro cru(a),AVES,Asa,40
Frango inteiro cru(a),AVES,Peito,180
Frango inteiro cru(a),AVES,Coxa,55
Frango inteiro cru(a),AVES,Sobrecoxa,65
Frango inteiro cru(a),AVES,Costela,60
Frango inteiro cru(a),AVES,Pescoço,10
Frango inteiro empanado(a)/a milanesa,AVES,File,100
Frango inteiro empanado(a)/a milanesa,AVES,Bife,100
Frango inteiro empanado(a)/a milanesa,AVES,Pedaço,55
Frango inteiro empanado(a)/a milanesa,AVES,Porção,100
Frango inteiro empanado(a)/a milanesa,AVES,Colher de Arroz,40
Frango inteiro empanado(a)/a milanesa,AVES,Colher de Sopa,20
Frango inteiro empanado(a)/a milanesa,AVES,Concha,80
Frango inteiro empanado(a)/a milanesa,AVES,Asa,40
Frango inteiro empanado(a)/a milanesa,AVES,Peito,180
Frango inteiro empanado(a)/a milanesa,AVES,Coxa,55
Frango inteiro empanado(a)/a milanesa,AVES,Sobrecoxa,65
Frango inteiro empanado(a)/a milanesa,AVES,Costela,60
Frango inteiro empanado(a)/a milanesa,AVES,Pescoço,10
Frango inteiro ensopado,AVES,File,100
Frango inteiro ensopado,AVES,Bife,100
Frango inteiro ensopado,AVES,Pedaço,55
Frango inteiro ensopado,AVES,Porção,100
Frango inteiro ensopado,AVES,Colher de Arroz,40
Frango inteiro ensopado,AVES,Colher de Sopa,20
Frango inteiro ensopado,AVES,Concha,80
Frango inteiro ensopado,AVES,Asa,40
Frango inteiro ensopado,AVES,Peito,180
Frango inteiro ensopado,AVES,Coxa,55
Frango inteiro ensopado,AVES,Sobrecoxa,65
Frango inteiro ensopado,AVES,Costela,60
Frango inteiro ensopado,AVES,Pescoço,10
Frango inteiro frito(a),AVES,File,100
Frango inteiro frito(a),AVES,Bife,100
Frango inteiro frito(a),AVES,Pedaço,55
Frango inteiro frito(a),AVES,Porção,100
Frango inteiro frito(a),AVES,Colher de Arroz,40
Frango inteiro frito(a),AVES,Colher de Sopa,20
Frango inteiro frito(a),AVES,Concha,80
Frango inteiro frito(a),AVES,Asa,40
Frango inteiro frito(a),AVES,Peito,180
Frango inteiro frito(a),AVES,Coxa,55
Frango inteiro frito(a),AVES,Sobrecoxa,65
Frango inteiro frito(a),AVES,Costela,60
Frango inteiro frito(a),AVES,Pescoço,10
Frango inteiro grelhado(a)/brasa/churrasco,AVES,File,100
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Bife,100
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Pedaço,55
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Porção,100
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Colher de Arroz,40
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Colher de Sopa,20
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Concha,80
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Asa,40
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Peito,180
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Coxa,55
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Sobrecoxa,65
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Costela,60
Frango inteiro grelhado(a)/brasa/churrasco,AVES,Pescoço,10
Frango inteiro molho vermelho,AVES,File,100
Frango inteiro molho vermelho,AVES,Bife,100
Frango inteiro molho vermelho,AVES,Pedaço,55
Frango inteiro molho vermelho,AVES,Porção,100
Frango inteiro molho vermelho,AVES,Colher de Arroz,40
Frango inteiro molho vermelho,AVES,Colher de Sopa,20
Frango inteiro molho vermelho,AVES,Concha,80
Frango inteiro molho vermelho,AVES,Asa,40
Frango inteiro molho vermelho,AVES,Peito,180
Frango inteiro molho vermelho,AVES,Coxa,55
Frango inteiro molho vermelho,AVES,Sobrecoxa,65
Frango inteiro molho vermelho,AVES,Costela,60
Frango inteiro molho vermelho,AVES,Pescoço,10
Frango inteiro orgânico assado(a),AVES,File,100
Frango inteiro orgânico assado(a),AVES,Bife,100
Frango inteiro orgânico assado(a),AVES,Pedaço,55
Frango inteiro orgânico assado(a),AVES,Porção,100
Frango inteiro orgânico assado(a),AVES,Colher de Arroz,40
Frango inteiro orgânico assado(a),AVES,Colher de Sopa,20
Frango inteiro orgânico assado(a),AVES,Concha,80
Frango inteiro orgânico assado(a),AVES,Asa,40
Frango inteiro orgânico assado(a),AVES,Peito,180
Frango inteiro orgânico assado(a),AVES,Coxa,55
Frango inteiro orgânico assado(a),AVES,Sobrecoxa,65
Frango inteiro orgânico assado(a),AVES,Costela,60
Frango inteiro orgânico assado(a),AVES,Pescoço,10
Frango inteiro orgânico cozido(a),AVES,File,100
Frango inteiro orgânico cozido(a),AVES,Bife,100
Frango inteiro orgânico cozido(a),AVES,Pedaço,55
Frango inteiro orgânico cozido(a),AVES,Porção,100
Frango inteiro orgânico cozido(a),AVES,Colher de Arroz,40
Frango inteiro orgânico cozido(a),AVES,Colher de Sopa,20
Frango inteiro orgânico cozido(a),AVES,Concha,80
Frango inteiro orgânico cozido(a),AVES,Asa,40
Frango inteiro orgânico cozido(a),AVES,Peito,180
Frango inteiro orgânico cozido(a),AVES,Coxa,55
Frango inteiro orgânico cozido(a),AVES,Sobrecoxa,65
Frango inteiro orgânico cozido(a),AVES,Costela,60
Frango inteiro orgânico cozido(a),AVES,Pescoço,10
Frango inteiro refogado(a),AVES,File,100
Frango inteiro refogado(a),AVES,Bife,100
Frango inteiro refogado(a),AVES,Pedaço,55
Frango inteiro refogado(a),AVES,Porção,100
Frango inteiro refogado(a),AVES,Colher de Arroz,40
Frango inteiro refogado(a),AVES,Colher de Sopa,20
Frango inteiro refogado(a),AVES,Concha,80
Frango inteiro refogado(a),AVES,Asa,40
Frango inteiro refogado(a),AVES,Peito,180
Frango inteiro refogado(a),AVES,Coxa,55
Frango inteiro refogado(a),AVES,Sobrecoxa,65
Frango inteiro refogado(a),AVES,Costela,60
Frango inteiro refogado(a),AVES,Pescoço,10
Frango inteiro sem pele (cru),,File,100
Frango inteiro sem pele (cru),,Bife,100
Frango inteiro sem pele (cru),,Pedaço,55
Frango inteiro sem pele (cru),,Porção,100
Frango inteiro sem pele (cru),,Colher de Arroz,40
Frango inteiro sem pele (cru),,Colher de Sopa,20
Frango inteiro sem pele (cru),,Concha,80
Frango inteiro sem pele (cru),,Asa,40
Frango inteiro sem pele (cru),,Peito,180
Frango inteiro sem pele (cru),,Coxa,55
Frango inteiro sem pele (cru),,Sobrecoxa,65
Frango inteiro sem pele (cru),,Costela,60
Frango inteiro sem pele (cru),,Pescoço,10
Frango inteiro sem pele(assado),,File,100
Frango inteiro sem pele(assado),,Bife,100
Frango inteiro sem pele(assado),,Pedaço,55
Frango inteiro sem pele(assado),,Porção,100
Frango inteiro sem pele(assado),,Colher de Arroz,40
Frango inteiro sem pele(assado),,Colher de Sopa,20
Frango inteiro sem pele(assado),,Concha,80
Frango inteiro sem pele(assado),,Asa,40
Frango inteiro sem pele(assado),,Peito,180
Frango inteiro sem pele(assado),,Coxa,55
Frango inteiro sem pele(assado),,Sobrecoxa,65
Frango inteiro sem pele(assado),,Costela,60
Frango inteiro sem pele(assado),,Pescoço,10
Frango inteiro sem pele(cozido),,File,100
Frango inteiro sem pele(cozido),,Bife,100
Frango inteiro sem pele(cozido),,Pedaço,55
