Descrição do Alimento,GRUPO,File,Bife,Fatia,Pedaço,Porção,Colher de Arroz,Colher de Sopa,Concha,Escumadeira,Colher de Chá,Colher de Café,Colher de Sobremesa,Copo Americano,Copo Médio,Copo Grande,Pegador,Pote,Prato Sobremesa,Prato Fundo,Prato Raso,Tigela,Xícara de Chá,Asa,Peito,Coxa,Sobrecoxa,Costela,Pescoço,Unidade,Unidade Pequena,Metade,Banda,Punhado,Garrafa 200ml,Caneca,Folha,Nova Medida 1,Nova Medida 2,Nova Medida 3,Nova Medida 4,Nova Medida 5,Nova Medida 6,Nova Medida 7,Nova Medida 8,Nova Medida 9,Nova Medida 10,Nova Medida 11,Nova Medida 12
Maionese de atum - Oderich®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de atum -Hellmann's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de azeitona -Hellman's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de azeitona -Jurema®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de azeitonas verdes- Oderich®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de ervas finas -Oderich®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de limão -Oderich®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de molho tártaro -Oderich®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de pimenta -Jurema®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de tártaro -Hellmann's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de tártaro -Jurema®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de tofu - Ecobras®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de tofu com chili -Ecobras®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de tofu comazeitona - Ecobras®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese de tomate seco -Oderich®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese Deleite -Hellmann's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese light - Carrefour®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese light - GoodLight®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese light - Hellmann's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese light - Jurema®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese light - Liza®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese light -Vigor®,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional - Liza®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional - Pão deAçúcar®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional -Gourmet®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional -Hellmann's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional -Jurema®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional -Maionegg's®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional -Maria®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicional -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maionese tradicionalCapriccio - Cica®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maionese, molho, tradicional, c/ovos, industrializada",,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maionese, tradicional com ovos",,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maisena (milho, aveia, arroz ecenteio) - Nutre®",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malto dextrina - Nidex®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamão,FRUTAS/SUCOS/VITAMINAS,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
Mamão (casca),,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
Mamão formosa,,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
Mamão natural desidratado -Fazenda Tamanduá®,,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
Mamão papaia,,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
Mamão verde,,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
Mamão verde (casca),,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
"Mamão verde, doce em calda, drenado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mamão, doce em calda, drenado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mamão, doce, em calda, drenado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mamão, Formosa, cru",,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
"Mamão, Formosa, polpa, in natura, Carica papaya L.",,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
"Mamão, Papaia, cru",,,,170,120,,,,,,,,,,,,,,,,,,,,,,,,,310,270,155,155,,,,,,,,,,,,,,,,
"Mamão, Papaia, polpa, in natura, Carica papaya L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mamão, polpa, in natura, Carica papaya L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mamão, suco natural (néctar), c/ açúcar refinado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Mamão, suco natural (néctar), s/ açúcar",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Mamão, verde, doce, em calda, drenado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maminha (crua) - carnebovina,,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maminha assado(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maminha frito(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maminha grelhado(a)/brasa/churrasco,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maminha molho vermelho,CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca (IBGE),TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca (Tucunduva),,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca (frita),,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca (gratinada),,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca assado(a),TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca com manteiga/oleo,TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca cozido(a),TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca cru(a),TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca ensopado,TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca frito(a),TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca molho vermelho,TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca palito congelada -Pratigel®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca refogado(a),TUBERCULOS,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca sopa,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioca tolete congelada -Daucy®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mandioca, cozida",,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mandioca, crua",,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mandioca, farofa, temperada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mandioca, frita",,,,100,100,128,60,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioquinha,,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioquinha cozido(a),TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioquinha ensopado,TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioquinha frito(a),TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioquinha refogado(a),TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandioquinha salsa (batata baroa),TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
Mandioquinha salsa (batata baroa) cozido(a),TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
Mandioquinha salsa (batata baroa) ensopado,TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
Mandioquinha salsa (batata baroa) refogado(a),TUBERCULOS,,,50,50,70,55,35,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,
Mané pelado (bolo demandioca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maneco com jaleco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manga (IBGE),FRUTAS/SUCOS/VITAMINAS,,,22,22,,44,22,,,,,,,,,,,,,,,,,,,,,,140,60,70,70,,,,,,,,,,,,,,,,
Manga (Tucunduva),,,,22,22,,44,22,,,,,,,,,,,,,,,,,,,,,,140,60,70,70,,,,,,,,,,,,,,,,
Manga (casca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manga natural desidratada -Fazenda Tamanduá®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, Haden, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,
"Manga, Haden, polpa, in natura, Mangifera indica L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, Palmer, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, Palmer, polpa, in natura, Mangifera indica L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, polpa, congelada",,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, polpa, in natura, Mangifera indica L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, suco natural (néctar), c/ açúcar refinado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Manga, suco natural (néctar), s/ açúcar",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Manga, Tommy Atkins, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manga, Tommy Atkins, polpa, in natura, Mangifera indica L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangaba (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangaba (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangalo amargo em grão,LEGUMINOSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manguito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manicoba,TIPICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maniçoba (TACO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maniçoba (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjar,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjar branco com ameixaem calda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manjar, coco, pó, ""Ducoco""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjericão fresco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjericão seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manjericão, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjerona seca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjuba (crua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manjuba (frita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manjuba, com farinha de trigo, frita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manjuba, frita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga (média várias amostras, c/ e s/ sal)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga coei sal,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com margarina comsal -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com margarina semsal -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com margarinaextra cremosa com sal Leco -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com margarinaextra cremosa sem sal Leco -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com ou sem sal,LATICINIOS,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com ou sem sal light,LATICINIOS,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com sai - Itambé®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com sal - Aviação(),,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga com sal -Teixeira®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga de garrafa,LATICINIOS,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga extra com sal - LaSereníssima®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga extra com sal -Batavo®,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga extra com sal -Elegê®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga extra sem sal -Batavo®,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga francesa com sal LaMotte - Président®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga francesa com sal -Président®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga francesa sem sal -Président®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga sem sal,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga sem sal - Aviação®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga, c/ sal",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga, cacau, Theobroma cacao L.",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga, com sal",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga, levemente salgada, light, Teixeira",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga, s/ sal",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manteiga, sem sal",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mão bovina cozido(a),CARNE BOVINA,100,100,90,35,75,70,30,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maracujá (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,62,100,125,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,
Maracujá (Tucunduva),,,,,,,,,,,,,,62,100,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maracujá (casca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maracujá (semente),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maracujá, amarelo, polpa, in natura, Passiflora edulis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maracujá, cru",,,,,,,,,,,,,,62,100,125,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,
"Maracujá, polpa, congelada (TACO)",,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maracujá, polpa, congelada (TBCA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maracujá, refresco, c/ suco concentrado , c/ açúcar refinado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Maracujá, refresco, c/ suco concentrado , s/ açúcar",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Maracujá, refresco, c/ suco natural, c/ açúcar refinado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Maracujá, refresco, c/ suco natural, s/ açúcar",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Maracujá, suco concentrado, envasado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Maracujá, suco, concentrado, envasado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Margarina (média várias amostras, c/ e s/ sal)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina ao leite com sal -Leco®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina ao leite sem sal -Leco®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina com manteiga semsal - Vigor Mix03),,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina com ou sem sal,GORDURAS/OLEOS,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina com sal Mila -Delícia®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina cremosa com sal -Delícia®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina cremosa com sal- Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina cremosa com salQualy - Sadia®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina cremosa sem sal -Delícia®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina cremosa sem sal -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina cremosa sem salQualy - Sadia®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina culinária -Vigor®,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina e manteiga, c/ sal, ""Vigor mix""",,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina e manteiga, s/ sal, ""Vigor mix""",,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina light,GORDURAS/OLEOS,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina original com sal -Becel®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina sabor manteiga -Becel®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina Todo Dia - Primor®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina vegetal com sal -Claybom®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina vegetal cremosa com sal Doriana - Seara®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina vegetal cremosasem sal - Doriana®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina vegetal culináriacom sal Forno & Fogão -Primor®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina vegetal lightDoriana - Seara®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina vegetal líquida -Doriana®,,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, ao leite , c/ sal, ""Leco""",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, ao leite , s/ sal, ""Leco""",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, c/ óleo hidrogenado, c/ sal (65% lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, c/ óleo hidrogenado, s/ sal (85% lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
