Descrição do Alimento,GRUPO,File,Bife,Fatia,Pedaço,Porção,Colher de Arroz,Colher de Sopa,Concha,Escumadeira,Colher de Chá,Colher de Café,Colher de Sobremesa,Copo Americano,Copo Médio,Copo Grande,Pegador,Pote,Prato Sobremesa,Prato Fundo,Prato Raso,Tigela,Xícara de Chá,Asa,Peito,Coxa,Sobrecoxa,Costela,Pescoço,Unidade,Unidade Pequena,Metade,Banda,Punhado,Garrafa 200ml,Caneca,Folha,Nova Medida 1,Nova Medida 2,Nova Medida 3,Nova Medida 4,Nova Medida 5,Nova Medida 6,Nova Medida 7,Nova Medida 8,Nova Medida 9,Nova Medida 10,Nova Medida 11,Nova Medida 12
"Margarina, c/ óleo interesterificado, c/ sal (65% lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, c/ óleo interesterificado, s/ sal (65% lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, c/ sal, ""Amélia""",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, com óleo interesterificado, com sal (65%de lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",,,,,,10,64,32,,,8,4,23,155,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria izabel,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria maluca (bolacha doce),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria mole (IBGE),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria mole (TACO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria mole (TBCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, (média diferentes sabores)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, chocolate, pó p/, ""Ducoco""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, chocolate, pó p/, ""Oetker""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, coco queimado (TACO)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, coco queimado (TBCA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, coco queimado, pó p/, ""Ducoco""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, coco, pó p/, ""Ducoco""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, coco, pó p/, ""Oetker""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, coco, pó p/, (média diferentes marcas)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, morango, pó p/, ""Ducoco""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, morango, pó p/, ""Oetker""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maria mole, morango, pó p/, (média diferentes marcas)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maricota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariola,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marisco,PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marisco cozido(a),PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marisco frito(a),PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marisco molho vermelho,PESCADOS/FRUTOS DO MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmelada (IBGE),AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmelada (TACO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmelada (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmelada (TBCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marrom glacê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshmellow com coberturade chocolate e recheio de morango -Top Bel's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martini,BEBIDAS ALCOOLICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa com ovos soltinho -Adria®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa de lasanha com ovosItalianíssima - Adria®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa de pizza - Frescarini®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa de sêmola grano durospaghetti - Cardinale®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa de sêmola tipo parafuso- Dona Benta®,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa de sêmola vitaminadacozida - Petybon®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa de tomate,CONDIMENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa fresca capeletti comrecheio de frango - Massa Leve®,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa fresca para lasanha -Frescarini®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa fresca para talharim -Frescarini®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa para lasanha -Frescarini®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massa para talharim -Frescarini®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massa, fresca, capeletti, carne, ""Sadia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massa, fresca, crua, industrializada (média diferentes recheios)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massa, fresca, ravioli, queijo, ""Sadia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Massa, panqueca, preparada, c/ sal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massago (ovas de arenque),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mate light,BEBIDAS QUENTES,,,,,,,,,,,,,150,240,300,,,,,,,200,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Mate tradicional,BEBIDAS QUENTES,,,,,,,,,,,,,150,240,300,,,,,,,200,,,,,,,,,,,,200,300,,,,,,,,,,,,,
Maxi Bananinha Bauducco® ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxi Chocolate - Bauducco®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxixada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxixe cozido(a),VERDURAS,,,,12,40,75,40,130,130,,,,,,,40,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
Maxixe cru(a),VERDURAS,,,,12,40,75,40,130,130,,,,,,,40,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
Maxixe ensopado,VERDURAS,,,,12,40,75,40,130,130,,,,,,,40,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
Maxixe refogado(a),VERDURAS,,,,12,40,75,40,130,130,,,,,,,40,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
"Maxixe, cru",,,,,12,40,75,40,130,130,,,,,,,40,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
Mc Chicken Junior - McDonald's®,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mc Colosso caramelo - McDonald's® (Tucunduva),,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mc Colosso caramelo - McDonald's® (Tucunduva),,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mc Fish - Mc Donald's®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McShake chocolate - McDonald's®,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McShake flocos - McDonald's®,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McShake morango - McDonald's®,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mctlift, 250Ml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medalhão de filé de peito defrango congelado - Aurora®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medalhão de filé mignon(grelhado) - carne bovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel (IBGE),ADOÇANTES,,,,,,30,15,,,3,2,9,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel (Tucunduva),,,,,,,30,15,,,3,2,9,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mel de abelha, Apis melifera",,,,,,,30,15,,,3,2,9,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mel, de abelha",,,,,,,30,15,,,3,2,9,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melado (IBGE),ADOÇANTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melado (TACO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melado (TBCA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melancia (IBGE),FRUTAS/SUCOS/VITAMINAS,,,200,150,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melancia (Tucunduva),,,,200,150,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melancia (casca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melancia e acerola, suco natural (néctar), c/ açúcar refinado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Melancia e acerola, suco natural (nectar), s/ açúcar",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Melancia, crua",,,,200,150,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melancia, polpa, in natura, Citrullus spp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melão (IBGE),FRUTAS/SUCOS/VITAMINAS,,,90,22,230,,,,,,,,,,,,,,,,,,,,,,,,660,,330,330,,,,,,,,,,,,,,,,
Melão (Tucunduva),,,,90,22,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melão (casca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melão (semente),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melão, cru",,,,90,22,230,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,
"Melão, polpa, in natura, Cucumis melo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melão, suco natural (néctar), c/ açúcar refinado",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
"Melão, suco natural (néctar), s/ açúcar",,,,,,,,,,,,,,150,240,300,,,,,,,,,,,,,,300,,,,,200,300,,,,,,,,,,,,,
Melão-canta lupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menta (frita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merengue,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merluza (assada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merluza (cozida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merluza (crua),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merluza defumada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merluza, filé, assado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merluza, filé, cru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merluza, filé, frito",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexerica (IBGE),FRUTAS/SUCOS/VITAMINAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,
Mexerica (Tucunduva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,
Mexerica (casca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,
"Mexerica, Murcote, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,
"Mexerica, Murcote, in natura, Citrus reticulata Blanco x Citrus sinensis (L.) Osbeck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,
"Mexerica, Rio, crua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,100,,,,,,,,,,,,,,,,,,
"Mexerica, Rio, in natura, Citrus reticulata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexilhão (cru),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mil folhas,AÇUCARES/CONFEITARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milharina - Quaker®,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (bagaço),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (cabelo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão),CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão) assado(a),CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão) cozido(a),CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão) cru(a),CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão) ensopado,CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão) grelhado(a)/brasa/churrasco,CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho (em grão) refogado(a),CEREAIS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho cozido,CEREAIS,,,,,,60,24,120,,,,17,,,,,,,,,,,,,,,,,100,50,,,,,,,,,,,,,,,,,,
Milho doce congelado -Daucy®,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho moido cozido(a),CEREAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho para canjica seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho para pipoca - Yoki®,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho para pipoca light -Linguanotto®,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde,,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde - Etti®,,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde (cozido),,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde com ervilha em conserva,CONSERVAS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde com ervilha em conserva cozido(a),CONSERVAS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde com ervilha em conserva cru(a),CONSERVAS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde com ervilha em conserva frito(a),CONSERVAS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde congelado -Bonduelie®,,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde em conserva,CONSERVAS,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milho verde em conserva -Jurema®,,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, amido, cru (TACO)",,,,,,,55,37,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, amido, cru (TBCA)",,,,,,,55,37,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, curau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, curau, mistura p/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, farinha (média diferentes marcas/granulação)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, fubá, cru",,,,,,,60,35,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, fubá, cru (média diferentes marcas)",,,,,,,60,35,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, minimilho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, crua (média de diferentes sabores)",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, grão, cru, Zea mays (média diferentes amostras)",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, micro-ondas, light, preparado",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, bacon, cru, ""Hikari""",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, cru, light, ""Hikari"" (TBCA)",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, cru, light, ""Hikari"" (TBCA)",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, light, cru",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, manteiga, cru, ""Hikari""",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, natural, cru, ""Hikari""",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, p/ micro-ondas, queijo, cru, ""Hikari""",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, pipoca, s/ sal, preparado",,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, polenta/fubá, cozido",,,,,,,60,35,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, cozido no vapor, ""Jurema""",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, cru",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, enlatado, drenado",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, assado, c/ manteiga, c/ sal",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, assado, c/ manteiga, s/ sal",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, assado, c/ sal, Zea mays",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, assado, s/ sal, Zea mays",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, cozido, drenado, c/ manteiga, c/ sal",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, cozido, drenado, c/ manteiga, s/ sal",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, cozido, drenado, c/ sal, Zea mays",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, cozido, drenado, s/ sal, Zea mays",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, cru, Zea mays (média diferentes amostras)",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, enlatado, drenado (média diferentes marca)",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, refogado, c/ sal",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, grão, refogado, s/ sal",,,,,,100,38,24,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milho, verde, pamonha, pré-cozido",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milk shake,BEBIDAS DOCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milk shake diet,BEBIDAS DOCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingau (fuba,  aveia, farinha, etc)",SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingau de arroz,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingau de aveia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingau de couve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingau de jatobá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingau de milho,SOPAS/CALDOS/MINGAUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingau tradicional, pó",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingau, de aveia, c/ açúcar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingau, de maisena, c/ açúcar",,,,,,240,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingau, de maisena, c/ banana, c/ açúcar",,,,,,240,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mingau, tradicional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
